Symbol,Description,Sector,Industry
AJG,Arthur J. Gallagher & Co.,Finance,Insurance brokers/Services
PSTVY,Postal Svgs Bk of China Ltd.,Finance,Major banks
DSNKY,"Daiichi Sankyo Co., Ltd.",Health technology,Pharmaceuticals: major
NXPI,NXP Semiconductors N.V.,Electronic technology,Semiconductors
ANZGY,ANZ GROUP HLDGS LTD,Finance,Major banks
NTDOY,"Nintendo Co., Ltd.",Consumer durables,Recreational products
FTNT,"Fortinet, Inc.",Technology services,Information technology services
MITSY,"Mitsui & Co., Ltd.",Process industries,Chemicals: major diversified
MITSF,"Mitsui & Co., Ltd.",Process industries,Chemicals: major diversified
SOBKY,Softbank Corp.,Communications,Wireless telecommunications
CM,Canadian Imperial Bank of Commerce,Finance,Regional banks
TTD,"The Trade Desk, Inc.",Technology services,Packaged software
BBVA,Banco Bilbao Vizcaya Argentaria S.A.,Finance,Major banks
AFL,AFLAC Incorporated,Finance,Multi-line insurance
CHTR,"Charter Communications, Inc.",Consumer services,Cable/Satellite TV
SMMNY,Siemens Healthineers AG,Health technology,Medical specialties
SEMHF,Siemens Healthineers AG,Health technology,Medical specialties
ROP,"Roper Technologies, Inc.",Technology services,Packaged software
JD,"JD.com, Inc.",Retail trade,Internet retail
PSA/PS,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.100% Cumulative Preferred Share of Beneficial Interest, Series S",Finance,Real estate investment trusts
PSA/PN,"Public Storage Depositary Shares Each Representing 1/1,000 of a 3.875% Cumulative Preferred Share of Beneficial Interest, Series N",Finance,Real estate investment trusts
PSA,Public Storage,Finance,Real estate investment trusts
PSA/PR,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.00% Cumulative Preferred Share of Bene cial Interest, Series R",Finance,Real estate investment trusts
PSA/PL,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.625% Cumulative Preferred Share of Beneficial Interest, Series L, par value $0.01 per share",Finance,Real estate investment trusts
PSA/PI,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.875% Cumulative Preferred Share of Beneficial Interest, Series I, par value $0.01 per share",Finance,Real estate investment trusts
PSA/PH,"Public Storage Depositary Shares Each Representing 1/1,000 of a 5.60% Cumulative Preferred Share of Beneficial Interest, Series H",Finance,Real estate investment trusts
PSA/PO,"Public Storage Depositary Shares Each Representing 1/1,000 of a 3.900% Cumulative Preferred Share of Beneficial Interest, Series O",Finance,Real estate investment trusts
PSA/PM,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.125% Cumulative Preferred Share of Beneficial Interest, Series M",Finance,Real estate investment trusts
PSA/PF,"Public Storage Depositary Shares Each Representing 1/1,000 of a 5.15% Cumulative Preferred Share of Beneficial Interest, Series F, par value $0.01 per share",Finance,Real estate investment trusts
PSA/PQ,"Public Storage Depositary Shares Each Representing 1/1,000 of a 3.950% Cumulative Preferred Share of Beneficial Interest, Series Q, par value $0.01 per share",Finance,Real estate investment trusts
PSA/PK,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.75% Cumulative Preferred Share of Beneficial Interest, Series K",Finance,Real estate investment trusts
PSA/PP,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.000% Cumulative Preferred Share of Bene cial Interest, Series P",Finance,Real estate investment trusts
PSA/PJ,"Public Storage Depositary Shares Each Representing 1/1,000 of a 4.700% Cumulative Preferred Share of Beneficial Interest, Series J, par value $0.01 per share",Finance,Real estate investment trusts
PSA/PG,"Public Storage Depositary Shares, Each Representing 1/1,000 of a 5.05% Cumulative Preferred Share of Beneficial Interest, Series G",Finance,Real estate investment trusts
NSC,Norfolk Southern Corporation,Transportation,Railroads
ET/PI,Energy Transfer L.P. Series I Fixed Rate Perpetual Preferred,Industrial services,Oil & gas pipelines
ET,Energy Transfer LP,Industrial services,Oil & gas pipelines
SLB,Schlumberger N.V.,Industrial services,Contract drilling
CMPGF,Compass Group Plc,Consumer services,Restaurants
GM,General Motors Company,Consumer durables,Motor vehicles
HCMLY,HOLCIM LTD,Non-energy minerals,Construction materials
CMPGY,Compass Group Plc,Consumer services,Restaurants
TRV,"The Travelers Companies, Inc.",Finance,Property/Casualty insurance
ING,"ING Group, N.V.",Finance,Major banks
MCQEF,"Macquarie Group, Ltd.",Finance,Financial conglomerates
INGVF,ING Groep N.V.,Finance,Major banks
MET,"MetLife, Inc.",Finance,Multi-line insurance
MET/PF,"MetLife, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.75% Non-Cumulative Preferred Stock, Series F",Finance,Multi-line insurance
MET/PE,"MetLife, Inc. Depositary Shares",Finance,Multi-line insurance
MET/PA,"MetLife, Inc. Preferred Series A Floating Rate",Finance,Multi-line insurance
BK,The Bank of New York Mellon Corporation,Finance,Investment banks/Brokers
SPG/PJ,"Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock",Finance,Real estate investment trusts
SPG,"Simon Property Group, Inc.",Finance,Real estate investment trusts
APP,Applovin Corporation,Technology services,Packaged software
DHI,"D.R. Horton, Inc.",Consumer durables,Homebuilding
ITUB,Itau Unibanco Banco Holding SA,Finance,Major banks
OKE,"ONEOK, Inc.",Industrial services,Oil & gas pipelines
HCMLF,HOLCIM LTD,Non-energy minerals,Construction materials
RCL,Royal Caribbean Cruises Ltd.,Consumer services,Hotels/Resorts/Cruise lines
PCAR,PACCAR Inc.,Producer manufacturing,Trucks/Construction/Farm machinery
GWW,"W.W. Grainger, Inc.",Distribution services,Wholesale distributors
VOLAF,Volvo AB,Producer manufacturing,Trucks/Construction/Farm machinery
KMI,"Kinder Morgan, Inc.",Industrial services,Oil & gas pipelines
MQBKY,"Macquarie Group, Ltd.",Finance,Financial conglomerates
JDCMF,"JD.com, Inc.",Retail trade,Internet retail
MFC,Manulife Financial Corporation,Finance,Multi-line insurance
MNQFF,Manulife Financial Corp.,Finance,Multi-line insurance
URI,"United Rentals, Inc.",Finance,Finance/Rental/Leasing
VLVLY,Volvo AB,Producer manufacturing,Trucks/Construction/Farm machinery
FANG,"Diamondback Energy, Inc.",Energy minerals,Oil & gas production
AEP,"American Electric Power Company, Inc.",Utilities,Electric utilities
SRE,DBA Sempra,Utilities,Electric utilities
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,Utilities,Electric utilities
VOLVF,Volvo AB,Producer manufacturing,Trucks/Construction/Farm machinery
DSDVY,DSV A S,Transportation,Air freight/Couriers
DSDVF,DSV A S,Transportation,Air freight/Couriers
OVCHY,"Overseas Chinese Banking Corp., Ltd.",Finance,Major banks
MNST,Monster Beverage Corporation,Consumer non-durables,Beverages: non-alcoholic
HKXCY,Hong Kong Exchange & Clearing Ltd.,Finance,Investment banks/Brokers
JCI,Johnson Controls International plc,Producer manufacturing,Industrial machinery
PAYX,"Paychex, Inc.",Technology services,Data processing services
WFAFF,Wesfarmers Ltd.,Retail trade,Home improvement chains
AMP,"Ameriprise Financial, Inc.",Finance,Investment banks/Brokers
NTES,"NetEase, Inc.",Technology services,Packaged software
CPRT,"Copart, Inc.",Retail trade,Specialty stores
BMWKY,Bayerische Motoren Werke AG,Consumer durables,Motor vehicles
BYMOF,Bayerische Motoren Werke AG,Consumer durables,Motor vehicles
WFAFY,Wesfarmers Ltd.,Retail trade,Home improvement chains
PSX,Phillips 66,Energy minerals,Oil refining/Marketing
ANCTF,Alimentation Couche-Tard Inc.,Retail trade,Specialty stores
D,"Dominion Energy, Inc.",Utilities,Electric utilities
BAESY,BAE Systems PLC,Electronic technology,Aerospace & defense
HNDAF,"Honda Motor Co., Ltd.",Consumer durables,Motor vehicles
BAESF,BAE Systems PLC,Electronic technology,Aerospace & defense
BAMXF,Bayerische Motoren Werke AG,Consumer durables,Motor vehicles
VLKAF,Volkswagen AG,Consumer durables,Motor vehicles
VWAGY,Volkswagen AG,Consumer durables,Motor vehicles
VLKPF,Volkswagen AG,Consumer durables,Motor vehicles
VWAPY,Volkswagen AG,Consumer durables,Motor vehicles
WMMVF,Wal-Mart De Mexico S.A.B. de C.V.,Retail trade,Specialty stores
HOCPF,Hoya Corp.,Health technology,Medical specialties
ALL/PI,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I",Finance,Property/Casualty insurance
ALL/PB,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,Finance,Property/Casualty insurance
ALL/PJ,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series J",Finance,Property/Casualty insurance
ALL/PH,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H",Finance,Property/Casualty insurance
ALL,Allstate Corporation (The),Finance,Property/Casualty insurance
AIG,"American International Group, Inc. New",Finance,Multi-line insurance
HKXCF,Hong Kong Exchange & Clearing Ltd.,Finance,Investment banks/Brokers
AMXOF,America Movil S.A.B. de CV,Communications,Wireless telecommunications
TRPRF,TC Energy Corp.,Industrial services,Oil & gas pipelines
TRPPF,TC Energy Corp.,Industrial services,Oil & gas pipelines
CHBJF,"China Citic Bank Corp., Ltd.",Finance,Major banks
WMMVY,Wal-Mart De Mexico S.A.B. de C.V.,Retail trade,Specialty stores
TRP,TC Energy Corporation,Industrial services,Oil & gas pipelines
TNCAF,TC Energy Corp.,Industrial services,Oil & gas pipelines
HMC,"Honda Motor Company, Ltd.",Consumer durables,Motor vehicles
ADYEY,Adyen N.V.,Technology services,Packaged software
MPC,Marathon Petroleum Corporation,Energy minerals,Oil refining/Marketing
JAPAY,Japan Tobacco,Consumer non-durables,Tobacco
ADYYF,Adyen N.V.,Technology services,Packaged software
SU,Suncor Energy Inc.,Energy minerals,Integrated oil
DHLGY,Deutsche Post AG,Transportation,Air freight/Couriers
MHVYF,Mitsubishi Heavy Industries Ltd.,Electronic technology,Aerospace & defense
NETTF,"NetEase, Inc.",Technology services,Packaged software
UMGNF,UNIVERSAL MUSIC GROUP,Commercial services,Miscellaneous commercial services
DPSTF,Deutsche Post AG,Transportation,Air freight/Couriers
HOCPY,Hoya Corp.,Health technology,Medical specialties
UNVGY,UNIVERSAL MUSIC GROUP,Commercial services,Miscellaneous commercial services
CIXPF,Caixabank SA,Finance,Regional banks
ROST,"Ross Stores, Inc.",Retail trade,Apparel/Footwear retail
DASTF,Dassault Systemes SA,Technology services,Packaged software
MHVIY,Mitsubishi Heavy Industries Ltd.,Electronic technology,Aerospace & defense
DASTY,Dassault Systemes SA,Technology services,Packaged software
CCI,Crown Castle Inc.,Finance,Real estate investment trusts
BKRKF,Bank Rakyat,Finance,Regional banks
COR,"Cencora, Inc.",Distribution services,Medical distributors
JAPAF,Japan Tobacco,Consumer non-durables,Tobacco
EXPGF,Experian plc,Commercial services,Miscellaneous commercial services
RBGPF,Reckitt Benckiser Group Plc.,Consumer non-durables,Household/Personal care
COIN,"Coinbase Global, Inc.",Finance,Investment banks/Brokers
LEN,Lennar Corporation,Consumer durables,Homebuilding
LEN.B,Lennar Corporation,Consumer durables,Homebuilding
WCN,"Waste Connections, Inc.",Transportation,Trucking
CODYY,Compagnie de Saint-Gobain,Producer manufacturing,Building products
VALE,VALE S.A.,Non-energy minerals,Steel
TEL,TE Connectivity plc,Electronic technology,Semiconductors
CPNG,"Coupang, Inc.",Retail trade,Internet retail
CHCJY,"China Citic Bank Corp., Ltd.",Finance,Major banks
EXPGY,Experian plc,Commercial services,Miscellaneous commercial services
MPLX,MPLX LP,Industrial services,Oil & gas pipelines
CMI,Cummins Inc.,Producer manufacturing,Auto parts: OEM
OXY,Occidental Petroleum Corporation,Energy minerals,Integrated oil
KMB,Kimberly-Clark Corporation,Consumer non-durables,Household/Personal care
FAST,Fastenal Company,Distribution services,Wholesale distributors
PWR,"Quanta Services, Inc.",Industrial services,Engineering & construction
SXYAY,SIKA AG,Process industries,Chemicals: major diversified
CAIXY,Caixabank SA,Finance,Regional banks
BKRKY,Bank Rakyat,Finance,Regional banks
RBGLY,Reckitt Benckiser Group Plc.,Consumer non-durables,Household/Personal care
KDP,Keurig Dr Pepper Inc.,Consumer non-durables,Food: specialty/candy
GVDBF,Givaudan SA,Consumer non-durables,Food: specialty/candy
CRARY,Credit Agricole SA,Finance,Regional banks
GVDNY,Givaudan SA,Consumer non-durables,Food: specialty/candy
SKFOF,Sika Finanz Ag,Process industries,Chemicals: major diversified
ADTTF,Advantest Corp.,Electronic technology,Electronic equipment/Instruments
KVUE,Kenvue Inc.,Consumer non-durables,Household/Personal care
ARZGY,Assicurazioni Generali Spa,Finance,Multi-line insurance
PEG,Public Service Enterprise Group Incorporated,Utilities,Electric utilities
PRS,"Prudential Financial, Inc. 5.625% Junior Subordinated Notes due 2058",Finance,Life/Health insurance
PRH,"Prudential Financial, Inc. 5.950% Junior Subordinated Notes due 2062",Finance,Life/Health insurance
PRU,"Prudential Financial, Inc.",Finance,Life/Health insurance
PFH,"Prudential Financial, Inc. 4.125% Junior Subordinated Notes due 2060",Finance,Life/Health insurance
CRARF,Credit Agricole SA,Finance,Regional banks
ODFL,"Old Dominion Freight Line, Inc.",Transportation,Trucking
LLOBF,Lloyds Banking Group plc,Finance,Major banks
LYG,Lloyds Banking Group Plc,Finance,Major banks
PCG,Pacific Gas & Electric Co.,Utilities,Electric utilities
NDAQ,"Nasdaq, Inc.",Finance,Investment banks/Brokers
DBOEY,Deutsche Boerse AG,Finance,Investment banks/Brokers
HES,Hess Corporation,Energy minerals,Integrated oil
NAPRF,Naspers Ltd.,Technology services,Internet software/Services
ATEYY,Advantest Corp.,Electronic technology,Electronic equipment/Instruments
LNG,"Cheniere Energy, Inc.",Industrial services,Oil & gas pipelines
NPSNY,Naspers Ltd.,Technology services,Internet software/Services
NRDBY,Nordea Bank Abp,Finance,Major banks
DBOEF,Deutsche Boerse AG,Finance,Investment banks/Brokers
NBNKF,Nordea Bank Abp,Finance,Major banks
TCOM,Trip.com Group Limited,Consumer services,Other consumer services
DDOG,"Datadog, Inc.",Technology services,Packaged software
IFNNY,Infineon Technologies AG,Electronic technology,Semiconductors
PPERF,PT Bank Mandiri Persero TBK,Finance,Regional banks
AME,"AMETEK, Inc.",Producer manufacturing,Electrical products
IFNNF,Infineon Technologies AG,Electronic technology,Semiconductors
LULU,lululemon athletica inc.,Retail trade,Internet retail
VST,Vistra Corp.,Utilities,Electric utilities
KR,Kroger Company (The),Retail trade,Food retail
LLDTF,Lloyds Banking Group plc,Finance,Major banks
HWM/P,Howmet Aerospace Inc. $3.75 Preferred Stock,Electronic technology,Aerospace & defense
HWM,Howmet Aerospace Inc.,Electronic technology,Aerospace & defense
STLA,Stellantis N.V.,Consumer durables,Motor vehicles
F/PD,"Ford Motor Company 6.500% Notes due August 15, 2062",Consumer durables,Motor vehicles
F/PB,"Ford Motor Company 6.20% Notes due June 1, 2059",Consumer durables,Motor vehicles
F,Ford Motor Company,Consumer durables,Motor vehicles
F/PC,"Ford Motor Company 6% Notes due December 1, 2059",Consumer durables,Motor vehicles
VLO,Valero Energy Corporation,Energy minerals,Oil refining/Marketing
UOVEY,United Overseas Bank Ltd.,Finance,Major banks
TGOPF,3i Group,Finance,Investment managers
ENGIY,ENGIE SA,Utilities,Electric utilities
GMBXF,Grupo Mexico S.A.B. de C.V.,Non-energy minerals,Other metals/Minerals
NWG,NatWest Group plc,Finance,Major banks
PINXY,Peoples Insurance Company Group China,Finance,Multi-line insurance
MCHP,Microchip Technology Incorporated,Electronic technology,Semiconductors
VRT,"Vertiv Holdings, LLC",Electronic technology,Electronic production equipment
RBSPF,NatWest Group plc,Finance,Major banks
OLCLY,"Oriental Land Co., Ltd.",Consumer services,Movies/Entertainment
